snt_id	token_id	word
4.038	4	你
4.038	5	就
4.038	6	覺得
4.038	7	啲
4.038	8	花
4.039	1	冇
4.039	2	囉
4.039	3	冇
4.039	4	囉
4.040	1	我
4.040	2	咩
4.040	3	都
4.040	4	冇
4.040	5	覺得
4.040	6	過
4.040	7	囉
4.041	1	我
4.041	2	就
4.041	3	係
4.041	4	求其
4.041	5	ngap
4.041	6	啲
4.041	7	嘢
4.041	8	敷衍
4.041	9	你
4.041	10	咋嘛
4.042	1	其實
4.042	2	我
4.042	3	有
4.042	4	啲
4.042	5	好
4.042	6	重要
4.042	7	嘅
4.042	8	嘢
4.042	9	做
4.042	10	緊
4.042	11	囉
4.043	1	佢 
4.043	2	好
4.043	3	詫異
4.043	4	咁
4.043	5	gwat
4.043	6	實
4.043	7	我
4.044	1	好
4.044	2	重要
4.044	3	嘅
4.044	4	嘢
4.045	1	佢
4.045	2	望
4.045	3	住
4.045	4	我
4.046	1	見
4.046	2	到
4.046	3	我
4.046	4	手
4.046	5	上面
4.046	6	揸
4.046	7	住
4.046	8	個
4.046	9	錘仔
4.047	1	手指頭
4.047	2	全部
4.047	3	都
4.047	4	污糟邋遢
4.048	1	彎低
4.048	2	身
4.048	3	修理
4.048	4	緊
4.048	5	部
4.048	6	佢
4.048	7	覺得
4.048	8	極其
4.048	9	醜陋
4.048	10	嘅
4.048	11	機器
4.049	1	你
4.049	2	講
4.049	3	嘢
4.049	4	同
4.049	5	啲
4.049	6	大人
4.049	7	一模一樣
4.050	1	呢
4.050	2	句
4.050	3	說話
4.050	4	令
4.050	5	我
4.050	6	覺得
4.050	7	有
4.050	8	少
4.050	9	少
4.050	10	慚愧
4.051	1	不過
4.051	2	佢
4.051	3	依然
4.051	4	唔
4.051	5	肯
4.051	6	罷休
4.052	1	你
4.052	2	所有
4.052	3	嘢
4.052	4	都
4.052	5	混淆
4.052	6	晒
4.053	1	你
4.053	2	所有
4.053	3	嘢
4.053	4	都
4.053	5	搞
4.053	6	錯
4.053	7	晒
4.053	8	呀
4.054	1	佢
4.054	2	真
4.054	3	係
4.054	4	好
4.054	5	嬲
4.054	6	呀
4.055	1	一頭
4.055	2	金
4.055	3	髮
4.055	4	喺
4.055	5	微風
4.055	6	中
4.055	7	不
4.055	8	停
4.055	9	咁
4.055	10	擺動
4.056	1	我
4.056	2	知道
4.056	3	有
4.056	4	粒
4.056	5	行星
4.056	6	上面
4.056	7	住
4.056	8	咗
4.056	9	個
4.056	10	塊
4.056	11	面
4.056	12	係
4.056	13	紫色
4.056	14	嘅
4.056	15	男人
4.057	1	佢
4.057	2	從來
4.057	3	未
4.057	4	聞
4.057	5	過
4.057	6	任何
4.057	7	花香
4.058	1	從來
4.058	2	未
4.058	3	問
4.058	4	過
4.058	5	一
4.058	6	粒
4.058	7	星星
4.059	1	從來
4.059	2	未
4.059	3	愛
4.059	4	過
4.059	5	任何
4.059	6	一
4.059	7	個
4.059	8	人
4.060	1	除咗
4.060	2	將
4.060	3	啲
4.060	4	數字
4.060	5	加
4.060	6	嚟
4.060	7	加
4.060	8	去
4.061	1	佢
4.061	2	從來
4.061	3	未
4.061	4	做
4.061	5	過
4.061	6	任何
4.061	7	嘢
4.062	1	而
4.062	2	佢
4.062	3	同
4.062	4	你
4.062	5	一樣
4.063	1	成日
4.063	2	不
4.063	3	停
4.063	4	咁
4.063	5	同
4.063	6	自己
4.063	7	講
4.064	1	我
4.064	2	係
4.064	3	一
4.064	4	個
4.064	5	好
4.064	6	認真
4.064	7	嘅
4.064	8	人
4.065	1	我
4.065	2	係
4.065	3	一
4.065	4	個
4.065	5	好
4.065	6	認真
4.065	7	嘅
4.065	8	人
4.066	1	就
4.066	2	係
4.066	3	咁
4.066	4	驕傲
4.066	5	就
4.066	6	令
4.066	7	到
4.066	8	佢
4.066	9	自我
4.066	10	膨脹
4.067	1	但
4.067	2	佢
4.067	3	咁樣
4.067	4	唔
4.067	5	係
4.067	6	一
4.067	7	個
4.067	8	人
4.068	1	而
4.068	2	係
4.068	3	一
4.068	4	隻
4.068	5	蘑菇
4.068	6	囉
4.069	1	一
4.069	2	隻
4.069	3	咩
4.069	4	話
4.070	1	一
4.070	2	隻
4.070	3	蘑菇
4.071	1	小王子
4.071	2	呢
4.071	3	刻
4.071	4	嬲
4.071	5	到
4.071	6	出
4.071	7	晒
4.071	8	煙
4.072	1	幾
4.072	2	百
4.072	3	萬
4.072	4	年
4.072	5	嚟
4.072	6	花
4.072	7	都
4.072	8	會
4.072	9	生
4.072	10	刺
4.072	11	出嚟
4.073	1	但
4.073	2	係
4.073	3	幾
4.073	4	百
4.073	5	萬
4.073	6	年
4.073	7	來
4.073	8	綿羊
4.073	9	都
4.073	10	係
4.073	11	咁
4.073	12	食
4.073	13	晒
4.073	14	呢啲
4.073	15	花
4.074	1	唔通
4.074	2	嘗試
4.074	3	吓
4.074	4	去
4.074	5	了解
4.074	6	點解
4.074	7	啲
4.074	8	花
4.074	9	要
4.074	10	大費周章
4.074	11	生
4.074	12	啲
4.074	13	對
4.074	14	佢哋
4.074	15	完全
4.074	16	冇
4.074	17	用
4.074	18	嘅
4.074	19	刺
4.074	20	出嚟
4.075	1	真
4.075	2	係
4.075	3	唔
4.075	4	重要
4.075	5	咩
4.076	1	唔通
4.076	2	綿羊
4.076	3	同
4.076	4	花
4.076	5	之間
4.076	6	嘅
4.076	7	戰爭
4.077	1	真
4.077	2	係
4.077	3	唔
4.077	4	重要
4.077	5	咩
4.078	1	唔通
4.078	2	呢啲
4.078	3	嘢
4.078	4	真
4.078	5	係
4.078	6	唔
4.078	7	比
4.078	8	一
4.078	9	個
4.078	10	滿面通紅
4.078	11	嘅
4.078	12	肥
4.078	13	男人
4.078	14	嘅
4.078	15	加數
4.078	16	嚟
4.078	17	得
4.078	18	更
4.078	19	重要
4.078	20	咩
4.079	1	而
4.079	2	我
4.079	3	本身
4.079	4	就
4.079	5	識得
4.079	6	一
4.079	7	朵
4.079	8	世
4.079	9	上
4.079	10	獨一無二
4.079	11	嘅
4.079	12	花
4.080	1	除咗
4.080	2	係
4.080	3	我
4.080	4	粒
4.080	5	行星
4.080	6	上面
4.080	7	之外
4.080	8	都
4.080	9	搵
4.080	10	唔
4.080	11	到
4.081	1	但係
4.081	2	只要
4.081	3	一
4.081	4	隻
4.081	5	綿羊
4.081	6	仔
4.081	7	一啖
4.081	8	就
4.081	9	可以
4.081	10	摧毀
4.081	11	佢
4.081	12	就
4.081	13	只係
4.081	14	咁
4.082	1	某
4.082	2	一朝
4.082	3	甚至乎
4.082	4	根本
4.082	5	佢
4.082	6	自己
4.082	7	都
4.082	8	冇
4.082	9	留意
4.082	10	到
4.082	11	自己
4.082	12	做
4.082	13	咗
4.082	14	咩
4.083	1	呵
4.083	2	我
4.083	3	諗
4.083	4	呢樣
4.083	5	嘢
4.083	6	同樣
4.083	7	都
4.083	8	係
4.083	9	無關重要
4.083	10	啦可
4.084	1	佢
4.084	2	滿面
4.084	3	都
4.084	4	紅
4.084	5	晒
4.085	1	繼續
4.085	2	講
4.086	1	如果
4.086	2	有
4.086	3	人
4.086	4	鍾意
4.086	5	一
4.086	6	朵
4.086	7	花
4.087	1	一
4.087	2	朵
4.087	3	千千萬萬
4.087	4	繁星
4.087	5	上面
4.087	6	獨一無二
4.087	7	嘅
4.087	8	花
4.088	1	咁
4.088	2	只要
4.088	3	抬頭
4.088	4	仰望
4.088	5	星空
4.089	1	佢
4.089	2	就
4.089	3	會
4.089	4	覺得
4.089	5	好
4.089	6	開心
4.090	1	佢
4.090	2	會
4.090	3	同
4.090	4	自己
4.090	5	講
4.091	1	我
4.091	2	朵
4.091	3	花
4.091	4	就
4.091	5	喺
4.091	6	呢
4.091	7	個
4.091	8	夜空
4.091	9	嘅
4.091	10	某處
4.092	1	但
4.092	2	如果
4.092	3	綿羊
4.092	4	仔
4.092	5	食咗
4.092	6	朵
4.092	7	花
4.093	1	咁
4.093	2	對
4.093	3	佢
4.093	4	嚟
4.093	5	講
4.094	1	就
4.094	2	會
4.094	3	好似
4.094	4	所有
4.094	5	星光
4.094	6	都
4.094	7	突然
4.094	8	熄滅
4.094	9	一樣
4.095	1	我
4.095	2	諗
4.095	3	都
4.095	4	一樣
4.095	5	係
4.095	6	無關重要
4.095	7	啦
4.096	1	佢
4.096	2	已經
4.096	3	唔
4.096	4	能夠
4.096	5	繼續
4.096	6	再
4.096	7	講
4.096	8	落去
4.097	1	眼淚
4.097	2	突然
4.097	3	奪眶而出
4.098	1	夜幕
4.098	2	低垂
4.099	1	我
4.099	2	放低
4.099	3	個
4.099	4	手上
4.099	5	嘅
4.099	6	工具
4.100	1	唔
4.100	2	再
4.100	3	擔心
4.100	4	我
4.100	5	把
4.100	6	錘仔
4.100	7	我
4.100	8	粒
4.100	9	螺絲
4.100	10	我
4.100	11	嘅
4.100	12	饑渴
4.100	13	甚至
4.100	14	係
4.100	15	死亡
4.101	1	喺
4.101	2	粒
4.101	3	星星
4.101	4	上邊
4.102	1	一
4.102	2	粒
4.102	3	行星
4.103	1	呢
4.103	2	一
4.103	3	粒
4.103	4	行星
4.104	1	喺
4.104	2	地球
4.105	1	如果
4.105	2	小王子
4.105	3	需要
4.105	4	我
4.105	5	嘅
4.105	6	開解
4.105	7	安慰
4.106	1	我
4.106	2	抱
4.106	3	佢
4.106	4	入懷
4.107	1	輕輕
4.107	2	攬住
4.107	3	佢
4.108	1	我
4.108	2	同
4.108	3	佢
4.108	4	講
4.109	1	你
4.109	2	鍾意
4.109	3	嗰
4.109	4	朵
4.109	5	花
4.109	6	唔
4.109	7	會
4.109	8	有
4.109	9	危險
4.110	1	我
4.110	2	會
4.110	3	幫
4.110	4	隻
4.110	5	綿羊
4.110	6	畫
4.110	7	一
4.110	8	個
4.110	9	口罩
4.111	1	我
4.111	2	會
4.111	3	畫
4.111	4	一
4.111	5	個
4.111	6	圍欄
4.112	1	圍住
4.112	2	你
4.112	3	朵
4.112	4	花
4.113	1	我
4.113	2	會
4.114	1	我
4.114	2	其實
4.114	3	唔係
4.114	4	好
4.114	5	知
4.114	6	應該
4.114	7	講
4.114	8	咩
4.114	9	好
4.115	1	覺得
4.115	2	自己
4.115	3	笨手笨腳
4.115	4	咁
4.116	1	唔
4.116	2	知
4.116	3	應該
4.116	4	點樣
4.116	5	去
4.116	6	靠近
4.116	7	佢
4.117	1	從
4.117	2	邊度
4.117	3	去
4.117	4	接通
4.117	5	佢
4.117	6	內心
4.117	7	嘅
4.117	8	世界
4.118	1	眼淚
4.118	2	嘅
4.118	3	國度
4.119	1	真係
4.119	2	好
4.119	3	神秘
4.120	1	好
4.120	2	快
4.120	3	我
4.120	4	就
4.120	5	知
4.120	6	多咗
4.120	7	關於
4.120	8	呢
4.120	9	朵
4.120	10	花
4.120	11	嘅
4.120	12	事
4.121	1	喺
4.121	2	小王子
4.121	3	嘅
4.121	4	行星
4.121	5	上邊
4.122	1	有
4.122	2	一種
4.122	3	好
4.122	4	簡單
4.122	5	嘅
4.122	6	花
4.123	1	只有
4.123	2	一層
4.123	3	花瓣
4.124	1	佢哋
4.124	2	一啲
4.124	3	都
4.124	4	唔
4.124	5	亞掟
4.125	1	亦
4.125	2	唔
4.125	3	會
4.125	4	麻煩
4.125	5	到
4.125	6	任何
4.125	7	人
4.126	1	朝早
4.126	2	嘅
4.126	3	時候
4.127	1	佢哋
4.127	2	會
4.127	3	喺
4.127	4	草叢
4.127	5	中
4.127	6	出現
4.128	1	然後
4.128	2	到咗
4.128	3	黃昏
4.128	4	就
4.128	5	慢慢
4.128	6	凋謝
4.129	1	但
4.129	2	有
4.129	3	一
4.129	4	日
4.130	1	唔
4.130	2	知
4.130	3	邊度
4.130	4	飄嚟
4.130	5	咗
4.130	6	一
4.130	7	粒
4.130	8	種子
4.131	1	喺
4.131	2	呢度
4.131	3	發芽
4.132	1	小王子
4.132	2	好
4.132	3	細心
4.132	4	咁
4.132	5	觀察
4.132	6	呢
4.132	7	一
4.132	8	棵
4.132	9	與別不同
4.132	10	嘅
4.132	11	幼苗
4.133	1	因為
4.133	2	佢
4.133	3	隨時
4.133	4	可能
4.133	5	係
4.133	6	一
4.133	7	個
4.133	8	猢猻樹
4.133	9	嘅
4.133	10	新
4.133	11	品種
4.134	1	但
4.134	2	呢
4.134	3	棵
4.134	4	幼苗
4.134	5	好
4.134	6	快
4.134	7	就
4.134	8	冇
4.134	9	再
4.134	10	繼續
4.134	11	長大
4.135	1	反而
4.135	2	開始
4.135	3	準備
4.135	4	開花
4.136	1	小王子
4.136	2	望住
4.136	3	巨型
4.136	4	嘅
4.136	5	花苞
4.136	6	成長
4.137	1	覺得
4.137	2	一定
4.137	3	會
4.137	4	開出
4.137	5	一
4.137	6	朵
4.137	7	奇妙
4.137	8	嘅
4.137	9	花
4.137	10	嚟
4.138	1	不過
4.138	2	朵
4.138	3	花
4.138	4	匿埋
4.138	5	咗
4.138	6	係
4.138	7	佢
4.138	8	綠色
4.138	9	嘅
4.138	10	房間
4.138	11	入面
4.139	1	花咗
4.139	2	好多
4.139	3	好多
4.139	4	時間
4.139	5	去
4.139	6	裝扮
4.139	7	自己
4.140	1	佢
4.140	2	小心翼翼
4.140	3	咁
4.140	4	選擇
4.140	5	自己
4.140	6	嘅
4.140	7	顏色
4.141	1	慢條斯理
4.141	2	咁
4.141	3	著上
4.141	4	新
4.141	5	衫
4.142	1	逐片
4.142	2	逐片
4.142	3	花瓣
4.142	4	咁
4.142	5	整理
4.142	6	好
4.143	1	佢
4.143	2	並
4.143	3	唔
4.143	4	想
4.143	5	好似
4.143	6	罌粟花
4.143	7	咁
4.143	8	皺猛猛
4.143	9	咁
4.143	10	走
4.143	11	出嚟
4.144	1	佢
4.144	2	只係
4.144	3	願意
4.144	4	喺
4.144	5	散發住
4.144	6	令人
4.144	7	驚豔
4.144	8	嘅
4.144	9	光芒之下
4.144	10	出現
